title,authors,original_publication_year,average_rating,tag_id,book_id,books_count,work_ratings_count,work_text_reviews_count,tag_name
Fangirl,Rainbow Rowell,2013,4.12,18,324,80,371730,39353,Young Adult
A Prayer for Owen Meany,John Irving,1989,4.22,11,325,138,246452,11197,Fiction
White Oleander,Janet Fitch,1999,3.93,11,326,96,254276,5960,Fiction
"Legend (Legend, #1)",Marie Lu,2011,4.19,11,327,91,318472,23487,Fiction
Nineteen Minutes,Jodi Picoult,2007,4.1,11,328,84,251693,14004,Fiction
The Last Lecture,"Randy Pausch, Jeffrey Zaslow",2008,4.25,16,329,111,248143,14988,Nonfiction
"The Eye of the World (Wheel of Time, #1)",Robert Jordan,1990,4.18,10,330,94,272983,8212,Fantasy
The Pact,Jodi Picoult,1998,4,11,331,76,235359,9257,Fiction
"The Magician's Nephew (Chronicles of Narnia, #6)",C.S. Lewis,1953,4.01,10,332,312,303570,8690,Fantasy
Still Alice,Lisa Genova,2007,4.3,11,333,107,245071,24112,Fiction
"Reflected in You (Crossfire, #2)",Sylvia Day,2012,4.33,17,334,81,267608,9817,Romance
James and the Giant Peach,"Roald Dahl, Quentin Blake",1961,3.99,10,335,182,289737,5120,Fantasy
"1st to Die (Women's Murder Club, #1)",James Patterson,2001,4.05,15,336,107,242428,5039,Mystery
The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,1996,4.37,25,337,32,238420,4254,Science Fiction
One Day,David Nicholls,2009,3.77,11,338,129,247052,15937,Fiction
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,2010,3.94,18,340,38,270195,14101,Young Adult
The Casual Vacancy,J.K. Rowling,2012,3.28,11,342,139,254461,28751,Fiction
The Runaway Jury,John Grisham,1996,3.96,11,343,120,226861,1700,Fiction
Naked,David Sedaris,1997,4.08,16,344,54,204766,5096,Nonfiction
"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,2005,3.96,10,345,163,274059,8284,Fantasy
"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,1951,3.96,5,347,348,273069,4737,Classics
We Were Liars,E. Lockhart,2014,3.85,11,348,77,298780,36910,Fiction
'Salem's Lot,Stephen King,1975,3.99,31,349,211,246360,6167,Horror
Fear and Loathing in Las Vegas,"Hunter S. Thompson, Ralph Steadman",1971,4.08,11,350,98,242140,5021,Fiction
"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,2011,4.46,10,351,99,328019,17854,Fantasy
Yes Please,Amy Poehler,2014,3.81,16,352,29,274223,20301,Nonfiction
Beloved,Toni Morrison,1987,3.77,11,354,153,245098,7749,Fiction
"Graceling (Graceling Realm, #1)",Kristin Cashore,2008,4.1,10,355,87,296630,19081,Fantasy
"The Bad Beginning (A Series of Unfortunate Events, #1)","Lemony Snicket, Brett Helquist",1999,3.89,11,356,126,295024,12794,Fiction
"Oh, The Places You'll Go!",Dr. Seuss,1990,4.34,11,358,40,260002,4021,Fiction
And the Mountains Echoed,Khaled Hosseini,2012,4.03,11,359,135,229116,24084,Fiction
Do Androids Dream of Electric Sheep?,"Philip K. Dick, Roger Zelazny",1968,4.08,10,360,221,245008,8330,Fantasy
"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,2010,4.08,18,363,79,285344,26153,Young Adult
How the Grinch Stole Christmas!,Dr. Seuss,1957,4.36,5,364,72,256127,2204,Classics
V for Vendetta,"Alan Moore, David   Lloyd",1990,4.25,6,365,72,220640,4138,Comics
John Adams,David McCullough,2001,4.05,12,366,38,220127,5334,History
"Odd Thomas (Odd Thomas, #1)",Dean Koontz,2003,3.94,31,367,82,213895,6357,Horror
"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,1997,4.1,10,368,55,270785,6139,Fantasy
"Stargirl (Stargirl, #1)",Jerry Spinelli,2000,3.74,18,369,85,245315,11717,Young Adult
"The Red Pyramid (Kane Chronicles, #1)",Rick Riordan,2010,4.06,10,370,76,242889,10914,Fantasy
Stranger in a Strange Land,Robert A. Heinlein,1961,3.91,25,371,130,229222,6293,Science Fiction
Dress Your Family in Corduroy and Denim,David Sedaris,2004,4.08,16,372,55,204247,5776,Nonfiction
The BFG,"Roald Dahl, Quentin Blake",1982,4.22,10,373,197,264369,7906,Fantasy
A Short History of Nearly Everything,Bill Bryson,2003,4.19,12,374,155,206367,9065,History
"The Death Cure (Maze Runner, #3)",James Dashner,2011,3.77,18,376,88,257184,19975,Young Adult
Stardust,Neil Gaiman,1999,4.07,10,377,207,277184,13731,Fantasy
The Namesake,Jhumpa Lahiri,2003,3.96,11,378,93,192903,9824,Fiction
"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,2011,3.99,10,379,99,249735,25179,Fantasy
Norwegian Wood,"Haruki Murakami, Jay Rubin",1987,4.02,11,380,232,217817,12522,Fiction
Where the Heart Is,Billie Letts,1995,4,11,381,54,210368,3147,Fiction
"Will Grayson, Will Grayson","John Green, David Levithan",2010,3.84,18,382,86,254305,15782,Young Adult
A Million Little Pieces,James Frey,2003,3.62,16,383,69,189931,10857,Nonfiction
"Frostbite (Vampire Academy, #2)",Richelle Mead,2008,4.3,18,384,93,270065,10056,Young Adult
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,2012,4.04,16,385,86,221729,17573,Nonfiction
"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",Scott O'Dell,1960,3.8,11,386,127,245968,6699,Fiction
The Crucible,"Arthur Miller, Christopher Bigsby",1953,3.55,5,387,133,253242,5390,Classics
"Hatchet (Brian's Saga, #1)",Gary Paulsen,1986,3.68,11,388,93,231963,10378,Fiction
"The Final Empire (Mistborn, #1)",Brandon Sanderson,2006,4.43,10,389,75,238993,16276,Fantasy
The Lorax,Dr. Seuss,1971,4.35,5,391,40,230363,3231,Classics
"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,2004,3.96,11,392,115,263269,13337,Fiction
"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,2012,4.24,18,393,73,327865,29145,Young Adult
"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,2008,4.37,18,394,88,278963,10074,Young Adult
Hotel on the Corner of Bitter and Sweet,Jamie Ford,2009,3.98,11,396,69,211336,18120,Fiction
Perfume: The Story of a Murderer,"Patrick Süskind, John E. Woods",1985,4,11,397,364,222754,10057,Fiction
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2001,3.73,16,398,61,183361,5063,Nonfiction
The Tales of Beedle the Bard,J.K. Rowling,2007,4.06,10,399,131,319107,11330,Fantasy
Neuromancer,William Gibson,1984,3.88,11,400,143,202417,6623,Fiction
Defending Jacob,William Landay,2012,3.97,11,404,76,202066,17681,Fiction
Breakfast of Champions,Kurt Vonnegut Jr.,1973,4.08,5,405,112,187177,5265,Classics
The New Drawing on the Right Side of the Brain,Betty Edwards,1979,3.84,2,406,64,224450,591,Art
Bel Canto,Ann Patchett,2001,3.92,11,407,77,200256,12134,Fiction
"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,1997,4,16,408,118,185443,7872,Nonfiction
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1987,4.26,11,409,94,216286,4439,Fiction
"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,1958,3.61,11,410,161,213360,9884,Fiction
The Undomestic Goddess,Sophie Kinsella,2005,3.82,17,411,99,209361,6772,Romance
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,1990,4.23,16,412,147,195438,7647,Nonfiction
Little Bee,Chris Cleave,2008,3.7,11,414,82,197953,19680,Fiction
"Evermore (The Immortals, #1)",Alyson Noel,2009,3.59,18,415,78,235704,9228,Young Adult
The Witches,"Roald Dahl, Quentin Blake",1983,4.17,10,416,174,234145,5190,Fantasy
The Thirteenth Tale,Diane Setterfield,2006,3.95,11,417,137,228602,19432,Fiction
"Spirit Bound (Vampire Academy, #5)",Richelle Mead,2010,4.37,10,418,71,235076,8030,Fantasy
"Blood Promise (Vampire Academy, #4)",Richelle Mead,2009,4.35,18,419,76,244376,8782,Young Adult
Message in a Bottle,Nicholas Sparks,1998,3.95,17,420,133,192001,3721,Romance
The Paris Wife,Paula McLain,2011,3.79,11,421,77,207590,18836,Fiction
"Harry Potter Boxset (Harry Potter, #1-7)",J.K. Rowling,1998,4.74,11,422,76,204125,6508,Fiction
"The Elite (The Selection, #2)",Kiera Cass,2013,4.02,18,423,84,269816,21810,Young Adult
The Name of the Rose,"Umberto Eco, William Weaver, Seán Barrett",1980,4.11,11,424,428,224974,6075,Fiction
Go Ask Alice,"Beatrice Sparks, Anonymous",1971,3.77,11,425,92,205554,9202,Fiction
A Confederacy of Dunces,"John Kennedy Toole, Walker Percy",1980,3.89,11,426,131,185391,11881,Fiction
"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,2012,4.47,10,428,65,293586,13332,Fantasy
"The Color of Magic (Discworld, #1; Rincewind #1)",Terry Pratchett,1983,3.97,10,429,153,225614,6520,Fantasy
Kafka on the Shore,"Haruki Murakami, Philip Gabriel",2002,4.13,11,430,157,195365,13279,Fiction
"Red Dragon (Hannibal Lecter, #1)",Thomas Harris,1981,4.01,31,431,191,205433,3309,Horror
"I, Robot (Robot #0.1)",Isaac Asimov,1950,4.17,11,432,218,210219,4335,Fiction
"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,2005,4.21,17,433,73,238633,10769,Romance
"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,2010,4.07,18,434,73,234040,10041,Young Adult
Before I Fall,Lauren Oliver,2010,3.92,18,435,82,232559,17705,Young Adult
The God of Small Things,Arundhati Roy,1997,3.91,11,436,168,182127,9294,Fiction
The Invention of Wings,Sue Monk Kidd,2014,4.23,11,437,63,193774,19518,Fiction
What Alice Forgot,Liane Moriarty,2009,4.05,11,438,68,205778,17382,Fiction
A Brief History of Time,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987,4.12,24,439,246,181410,5146,Science
"Fall of Giants (The Century Trilogy, #1)",Ken Follett,2010,4.26,11,440,140,190478,11859,Fiction
Under the Dome,Stephen King,2009,3.89,31,441,110,201322,13086,Horror
Snow Crash,Neal Stephenson,1992,4.02,25,442,80,187292,7075,Science Fiction
Just Listen,Sarah Dessen,2006,4.06,18,443,61,207930,7319,Young Adult
Before I Go to Sleep,S.J. Watson,2011,3.87,28,445,150,213136,19206,Thriller
"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,2008,4.03,10,447,143,226941,7993,Fantasy
The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,2002,3.9,16,448,149,176463,2755,Nonfiction
"Betrayed (House of Night, #2)","P.C. Cast, Kristin Cast",2007,3.93,17,449,80,213261,4993,Romance
"Storm Front (The Dresden Files, #1)",Jim Butcher,2000,4.02,10,450,75,219442,12005,Fantasy
"The 5th Wave (The 5th Wave, #1)",Rick Yancey,2013,4.1,18,452,102,287540,26756,Young Adult
Cold Mountain,Charles Frazier,1997,3.83,11,453,97,190137,4884,Fiction
If You Give a Mouse a Cookie,"Laura Joffe Numeroff, Felicia Bond",1985,4.24,11,454,41,198778,3016,Fiction
"Something Blue (Darcy & Rachel, #2)",Emily Giffin,2005,3.92,11,455,43,178529,6646,Fiction
The Historian,Elizabeth Kostova,2005,3.77,11,457,129,207529,14252,Fiction
Station Eleven,Emily St. John Mandel,2014,4.02,11,458,63,189380,24215,Fiction
A Man Called Ove,"Fredrik Backman, Henning Koch",2012,4.35,11,459,132,243440,34386,Fiction
"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,2013,4.59,10,460,79,247984,23261,Fantasy
Ways of Seeing,John Berger,1972,3.75,16,462,34,156859,790,Nonfiction
"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,1992,4.31,12,463,141,210989,12025,History
In Her Shoes,Jennifer Weiner,2002,3.78,11,465,53,174338,2513,Fiction
The Hobbit: Graphic Novel,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,4.48,10,466,44,159435,957,Fantasy
The Brief Wondrous Life of Oscar Wao,Junot Díaz,2007,3.89,11,467,9,181124,16640,Fiction
Fantastic Beasts and Where to Find Them,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001,3.95,18,469,123,209465,6523,Young Adult
I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,"Malala Yousafzai, Christina Lamb",2012,4.06,16,470,129,227850,14667,Nonfiction
"In the Woods (Dublin Murder Squad, #1)",Tana French,2007,3.74,15,473,78,201721,15392,Mystery
The God Delusion,Richard Dawkins,2006,3.89,16,474,104,176774,6812,Nonfiction
"Where She Went (If I Stay, #2)",Gayle Forman,2011,4.06,18,475,8,218362,18556,Young Adult
The World According to Garp,John Irving,1978,4.07,11,476,165,179078,4569,Fiction
"Killing Floor (Jack Reacher, #1)",Lee Child,1997,4.04,28,477,127,182703,8032,Thriller
"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,2000,4.06,10,480,42,217610,6693,Fantasy
"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,1994,4.13,10,481,90,188159,5485,Fantasy
The Kitchen House,Kathleen Grissom,2010,4.18,11,482,46,179277,15812,Fiction
Franny and Zooey,J.D. Salinger,1961,3.98,11,483,125,162697,5297,Fiction
Choke,Chuck Palahniuk,2001,3.69,11,484,84,162963,5328,Fiction
"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,2003,3.85,18,486,69,204085,9322,Young Adult
The Andromeda Strain,Michael Crichton,1969,3.87,25,487,122,178917,2555,Science Fiction
The Green Mile,Stephen King,1996,4.42,11,488,162,191109,4873,Fiction
"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,1985,4.35,6,490,37,191615,4837,Comics
"Untamed (House of Night, #4)","P.C. Cast, Kristin Cast",2008,3.95,18,491,67,198350,3356,Young Adult
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,1986,4.04,25,492,99,182764,6579,Science Fiction
Mere Christianity,C.S. Lewis,1952,4.31,23,493,152,198433,6041,Religion
The Secret History,Donna Tartt,1992,4.07,11,494,141,189596,13324,Fiction
A Heartbreaking Work of Staggering Genius,Dave Eggers,2000,3.68,11,495,65,149779,8673,Fiction
"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,1980,4.02,11,496,161,187874,5137,Fiction
American Psycho,Bret Easton Ellis,1991,3.81,11,499,144,177109,7669,Fiction
"The Princess Diaries (The Princess Diaries, #1)",Meg Cabot,2000,3.76,18,500,125,200671,4289,Young Adult
"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,1998,3.75,15,501,108,189258,9369,Mystery
"The Walking Dead, Vol. 01: Days Gone Bye","Robert Kirkman, Tony Moore",2004,4.3,6,502,36,167805,3397,Comics
"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,1968,4.12,25,503,221,180661,3722,Science Fiction
Redeeming Love,Francine Rivers,1991,4.48,11,504,63,163637,9147,Fiction
"Left Behind (Left Behind, #1)","Tim LaHaye, Jerry B. Jenkins",1995,3.81,11,505,63,165021,3210,Fiction
"The One (The Selection, #3)",Kiera Cass,2014,4.21,18,506,94,237039,21608,Young Adult
"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins,2010,4.49,18,507,78,159760,6429,Young Adult
Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2001,3.6,16,508,57,157470,5723,Nonfiction
Remember Me?,Sophie Kinsella,2008,3.76,17,509,90,182581,6838,Romance
"The Great Hunt (Wheel of Time, #2)",Robert Jordan,1990,4.2,10,510,71,172500,3061,Fantasy
"Postmortem (Kay Scarpetta, #1)",Patricia Cornwell,1990,4.01,15,511,129,173045,2261,Mystery
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971,4.42,16,513,83,178722,7801,Nonfiction
The Prince of Tides,Pat Conroy,1986,4.22,11,515,80,165367,3454,Fiction
The Amazing Adventures of Kavalier & Clay,Michael Chabon,2000,4.17,11,516,80,156603,9326,Fiction
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,2008,4.07,17,517,52,205008,9882,Romance
"Pretties (Uglies, #2)",Scott Westerfeld,2005,3.85,18,519,78,203755,9390,Young Adult
The Wind-Up Bird Chronicle,"Haruki Murakami, Jay Rubin",1994,4.17,11,520,125,159705,10724,Fiction
"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",Michael Connelly,2005,4.14,15,521,123,160724,4757,Mystery
Cloud Atlas,David Mitchell,2004,4.01,11,522,113,172239,17001,Fiction
The Things They Carried,Tim O'Brien,1990,4.12,11,523,56,181159,10666,Fiction
Wall and Piece,Banksy,1988,3.83,2,524,15,150117,687,Art
"Pandemonium (Delirium, #2)",Lauren Oliver,2012,4.07,25,525,76,191644,13876,Science Fiction
"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,2004,3.89,15,526,95,157862,5656,Mystery
"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,2002,3.97,10,527,97,209338,6388,Fantasy
"The Dragon Reborn (Wheel of Time, #3)",Robert Jordan,1991,4.23,10,528,62,164783,2471,Fantasy
Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,4.23,6,532,74,148446,1954,Comics
Go Set a Watchman,Harper Lee,2015,3.31,11,533,102,164828,24535,Fiction
When You Are Engulfed in Flames,David Sedaris,2008,4.04,16,534,47,156976,9013,Nonfiction
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,2011,4.04,10,535,89,228815,23582,Fantasy
"Red Queen (Red Queen, #1)",Victoria Aveyard,2015,4.08,10,536,84,289740,30249,Fantasy
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,2011,4.03,16,537,92,170269,9515,Nonfiction
Midnight in the Garden of Good and Evil,John Berendt,1994,3.9,16,538,76,175681,6635,Nonfiction
"Hopeless (Hopeless, #1)",Colleen Hoover,2012,4.34,17,539,53,207777,18984,Romance
The Truth About Forever,Sarah Dessen,2004,4.13,18,541,45,183697,7421,Young Adult
"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,1954,3.9,10,542,280,209180,4913,Fantasy
"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,2010,4.42,18,543,63,217652,10312,Young Adult
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,1974,3.76,22,546,181,153992,6535,Philisophy
"Pretty Little Liars (Pretty Little Liars, #1)",Sara Shepard,2006,3.9,18,548,75,165836,8160,Young Adult
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,2006,4.17,16,550,54,147664,11843,Nonfiction
Life After Life,Kate Atkinson,2013,3.74,11,551,95,158661,20822,Fiction
The Rescue,Nicholas Sparks,2000,4.1,17,552,93,148370,3261,Romance
Needful Things,Stephen King,1991,3.87,11,553,135,161758,2448,Fiction
"Voyager (Outlander, #3)",Diana Gabaldon,1993,4.38,12,554,105,184208,8381,History
"Hamlet: Screenplay, Introduction And Film Diary","Kenneth Branagh, William Shakespeare",1996,4.12,5,555,3,156873,194,Classics
Cujo,Stephen King,1981,3.65,31,556,143,167044,2832,Horror
The Virgin Suicides,Jeffrey Eugenides,1993,3.83,11,557,102,179190,7547,Fiction
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,2004,4.13,10,558,88,210205,5327,Fantasy
The Phantom Tollbooth,"Norton Juster, Jules Feiffer",1961,4.22,10,561,82,185392,8011,Fantasy
"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,2010,4.64,10,562,48,164477,10947,Fantasy
"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,2003,4.03,10,563,90,197558,5029,Fantasy
It's Kind of a Funny Story,Ned Vizzini,2006,4.14,18,564,32,165713,8461,Young Adult
"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,2007,4.35,10,565,60,171402,8541,Fantasy
"After You (Me Before You, #2)",Jojo Moyes,2015,3.7,11,566,94,175532,16879,Fiction
The Language of Flowers,Vanessa Diffenbaugh,2011,4.07,11,567,90,159668,17457,Fiction
"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)","Frank Miller, Klaus Janson, Lynn Varley",1986,4.25,6,568,71,144349,2838,Comics
"The Angel Experiment (Maximum Ride, #1)",James Patterson,2005,4.08,18,569,96,183035,8606,Young Adult
High Fidelity,Nick Hornby,1995,3.94,11,570,136,150929,4792,Fiction
The Guardian,Nicholas Sparks,2003,4.14,17,571,88,142884,4333,Romance
"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,2003,4,11,572,109,167177,10391,Fiction
"Men Are from Mars, Women Are from Venus",John Gray,1998,3.52,16,573,202,129520,4191,Nonfiction
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,2000,4,16,574,78,145933,7582,Nonfiction
Timeline,Michael Crichton,1999,3.83,11,575,124,158413,3628,Fiction
Tuck Everlasting,Natalie Babbitt,1975,3.85,10,577,127,184056,7187,Fantasy
Christine,"Stephen King, Marie Milpois",1983,3.72,31,578,156,157664,2092,Horror
Are You My Mother?,P.D. Eastman,1960,4.16,11,579,44,177809,1864,Fiction
The Story of Art,E.H. Gombrich,1950,3.83,2,580,102,166453,470,Art
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,2013,4.3,10,581,64,213010,23054,Fantasy
"Rich Dad, Poor Dad",Robert T. Kiyosaki,1997,3.95,4,582,185,173904,6790,Business
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,2011,4.16,18,583,65,197338,7290,Young Adult
The Magicians (The Magicians #1),Lev Grossman,2009,3.47,10,584,67,165609,18232,Fantasy
